id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar;len_serie1;len_serie2
90;Tucumán;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.954;0.954;440.185;1717;1717
90;Tucumán;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.933;0.933;-424.323;1717;1717
90;Tucumán;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.936;0.936;164.655;1717;1717
90;Tucumán;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.903;0.903;-619.254;1717;1717
90;Tucumán;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.946;0.946;335.173;1717;1717
90;Tucumán;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.928;0.928;356.859;1717;1717
90;Tucumán;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.913;0.913;-345.616;1717;1717
90;Tucumán;P__09_02_PORC;P__12_01_PORC;Primario PORC;Si tiliza computadora PORC;-0.921;0.921;-326.128;1717;1717
90;Tucumán;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.902;0.902;604.583;1717;1717
90;Tucumán;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.909;0.909;184.469;1717;1717
90;Tucumán;H__05_01_PORC;H__19B_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con computadora PORC;0.903;0.903;571.628;1717;1717
90;Tucumán;H__05_01_PORC;H__07_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con revestimiento interior o cielorraso del techo PORC;0.912;0.912;703.236;1717;1717
90;Tucumán;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.938;0.938;656.450;1717;1717
90;Tucumán;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.942;0.942;644.925;1717;1717
90;Tucumán;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.954;0.954;440.185;1717;1717
90;Tucumán;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.928;0.928;356.859;1717;1717
90;Tucumán;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.902;0.902;604.583;1717;1717
90;Tucumán;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.923;0.923;-425.712;1717;1717
90;Tucumán;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.933;0.933;-424.323;1717;1717
90;Tucumán;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.913;0.913;-345.616;1717;1717
90;Tucumán;H__19B_01_PORC;H__05_01_PORC;Con computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.903;0.903;571.628;1717;1717
90;Tucumán;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.961;0.961;436.860;1717;1717
90;Tucumán;H__19B_01_PORC;H__19D_01_PORC;Con computadora PORC;Con teléfono de línea PORC;0.901;0.901;591.127;1717;1717
90;Tucumán;P__12_01_PORC;P__09_02_PORC;Si tiliza computadora PORC;Primario PORC;-0.921;0.921;-326.128;1717;1717
90;Tucumán;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.923;0.923;-425.712;1717;1717
90;Tucumán;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.961;0.961;436.860;1717;1717
90;Tucumán;P__12_01_PORC;H__19D_01_PORC;Si tiliza computadora PORC;Con teléfono de línea PORC;0.909;0.909;557.488;1717;1717
90;Tucumán;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.981;0.981;1442.839;1717;1717
90;Tucumán;H__07_01_PORC;H__05_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.912;0.912;703.236;1717;1717
90;Tucumán;H__07_01_PORC;V__INCALCONS_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Calidad constructiva Satisfactoria PORC;0.912;0.912;597.430;1717;1717
90;Tucumán;H__07_01_PORC;V__INMAT_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;0.918;0.918;587.678;1717;1717
90;Tucumán;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.938;0.938;656.450;1717;1717
90;Tucumán;V__INCALCONS_01_PORC;H__07_01_PORC;Calidad constructiva Satisfactoria PORC;Con revestimiento interior o cielorraso del techo PORC;0.912;0.912;597.430;1717;1717
90;Tucumán;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.993;0.993;577.106;1717;1717
90;Tucumán;H__19D_01_PORC;H__19B_01_PORC;Con teléfono de línea PORC;Con computadora PORC;0.901;0.901;591.127;1717;1717
90;Tucumán;H__19D_01_PORC;P__12_01_PORC;Con teléfono de línea PORC;Si tiliza computadora PORC;0.909;0.909;557.488;1717;1717
90;Tucumán;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.942;0.942;658.521;1717;1717
90;Tucumán;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.903;0.903;-619.254;1717;1717
90;Tucumán;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.936;0.936;164.655;1717;1717
90;Tucumán;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.942;0.942;644.925;1717;1717
90;Tucumán;V__INMAT_01_PORC;H__07_01_PORC;Calidad 1 PORC;Con revestimiento interior o cielorraso del techo PORC;0.918;0.918;587.678;1717;1717
90;Tucumán;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.993;0.993;577.106;1717;1717
94;Tierra del Fuego;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.958;0.958;265.419;156;156
94;Tierra del Fuego;H__14_06_PORC;H__19C_02_PORC;Leña o carbón PORC;Sin teléfono celular PORC;0.915;0.915;146.313;156;156
94;Tierra del Fuego;H__12_01_PORC;H__09_01_PORC;A red publica (cloaca) PORC;Red pública PORC;0.955;0.955;1046.930;156;156
94;Tierra del Fuego;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.956;0.956;966.914;156;156
94;Tierra del Fuego;V__01_03_PORC;H__ALGUNBI_02_PORC;Casilla PORC;Al menos un indicador NBI PORC;0.955;0.955;295.703;156;156
94;Tierra del Fuego;H__ALGUNBI_02_PORC;V__01_03_PORC;Al menos un indicador NBI PORC;Casilla PORC;0.955;0.955;295.703;156;156
94;Tierra del Fuego;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.944;0.944;305.183;156;156
94;Tierra del Fuego;H__09_01_PORC;H__12_01_PORC;Red pública PORC;A red publica (cloaca) PORC;0.955;0.955;1046.930;156;156
94;Tierra del Fuego;H__09_01_PORC;V__INCALSERV_01_PORC;Red pública PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.928;0.928;943.110;156;156
94;Tierra del Fuego;H__19C_02_PORC;H__14_06_PORC;Sin teléfono celular PORC;Leña o carbón PORC;0.915;0.915;146.313;156;156
94;Tierra del Fuego;H__19C_01_PORC;H__19A_01_PORC;Con teléfono celular PORC;Con Heladera PORC;0.902;0.902;299.092;156;156
94;Tierra del Fuego;P__01_03_PORC;P__08_01_PORC;Hijo(a) / Hijastro(a) PORC;Asiste PORC;0.949;0.949;87.805;156;156
94;Tierra del Fuego;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.958;0.958;265.419;156;156
94;Tierra del Fuego;P__02_02_PORC;P__12_01_PORC;Mujer PORC;Si tiliza computadora PORC;0.901;0.901;157.393;156;156
94;Tierra del Fuego;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.992;0.992;204.494;156;156
94;Tierra del Fuego;P__08_01_PORC;P__01_03_PORC;Asiste PORC;Hijo(a) / Hijastro(a) PORC;0.949;0.949;87.805;156;156
94;Tierra del Fuego;V__01_02_PORC;H__09_03_PORC;Rancho PORC;Perforación con bomba manual PORC;0.909;0.909;1.731;156;156
94;Tierra del Fuego;P__12_01_PORC;P__02_02_PORC;Si tiliza computadora PORC;Mujer PORC;0.901;0.901;157.393;156;156
94;Tierra del Fuego;H__09_03_PORC;V__01_02_PORC;Perforación con bomba manual PORC;Rancho PORC;0.909;0.909;1.731;156;156
94;Tierra del Fuego;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.956;0.956;966.914;156;156
94;Tierra del Fuego;V__INCALSERV_01_PORC;H__09_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;Red pública PORC;0.928;0.928;943.110;156;156
94;Tierra del Fuego;H__19A_01_PORC;H__19C_01_PORC;Con Heladera PORC;Con teléfono celular PORC;0.902;0.902;299.092;156;156
94;Tierra del Fuego;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.927;0.927;313.334;156;156
94;Tierra del Fuego;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.944;0.944;305.183;156;156
94;Tierra del Fuego;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.992;0.992;204.494;156;156
94;Tierra del Fuego;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.927;0.927;313.334;156;156
78;Santa Cruz;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.977;0.977;299.749;302;302
78;Santa Cruz;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.972;0.972;1257.406;302;302
78;Santa Cruz;H__09_01_PORC;H__14_01_PORC;Red pública PORC;Gas de red PORC;0.936;0.936;1147.928;302;302
78;Santa Cruz;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.921;0.921;-1150.787;302;302
78;Santa Cruz;P__01_03_PORC;P__08_02_PORC;Hijo(a) / Hijastro(a) PORC;Asistió PORC;-0.937;0.937;-148.139;302;302
78;Santa Cruz;P__01_03_PORC;P__08_01_PORC;Hijo(a) / Hijastro(a) PORC;Asiste PORC;0.927;0.927;137.434;302;302
78;Santa Cruz;H__19A_02_PORC;H__PROP_05_PORC;Sin Heladera PORC;Ocupante por trabajo PORC;0.904;0.904;531.035;302;302
78;Santa Cruz;H__19A_02_PORC;V__URP_03_PORC;Sin Heladera PORC;Area Rural disperso PORC;0.927;0.927;697.243;302;302
78;Santa Cruz;P__08_02_PORC;P__01_03_PORC;Asistió PORC;Hijo(a) / Hijastro(a) PORC;-0.937;0.937;-148.139;302;302
78;Santa Cruz;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.977;0.977;299.749;302;302
78;Santa Cruz;V__02_01_PORC;V__INMAT_01_PORC;Con personas presentes PORC;Calidad 1 PORC;0.918;0.918;311.834;302;302
78;Santa Cruz;H__13_01_PORC;H__10_02_PORC;De uso exclusivo del hogar PORC;HOGAR NO Tiene baño o letrina PORC;-0.914;0.914;-72.468;302;302
78;Santa Cruz;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.914;0.914;72.468;302;302
78;Santa Cruz;P__08_01_PORC;P__01_03_PORC;Asiste PORC;Hijo(a) / Hijastro(a) PORC;0.927;0.927;137.434;302;302
78;Santa Cruz;H__10_02_PORC;H__13_01_PORC;HOGAR NO Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;-0.914;0.914;-72.468;302;302
78;Santa Cruz;H__14_01_PORC;H__09_01_PORC;Gas de red PORC;Red pública PORC;0.936;0.936;1147.928;302;302
78;Santa Cruz;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.972;0.972;1257.406;302;302
78;Santa Cruz;H__19A_01_PORC;H__PROP_05_PORC;Con Heladera PORC;Ocupante por trabajo PORC;-0.904;0.904;-531.035;302;302
78;Santa Cruz;H__19A_01_PORC;V__URP_03_PORC;Con Heladera PORC;Area Rural disperso PORC;-0.927;0.927;-697.243;302;302
78;Santa Cruz;H__PROP_05_PORC;H__19A_02_PORC;Ocupante por trabajo PORC;Sin Heladera PORC;0.904;0.904;531.035;302;302
78;Santa Cruz;H__PROP_05_PORC;H__19A_01_PORC;Ocupante por trabajo PORC;Con Heladera PORC;-0.904;0.904;-531.035;302;302
78;Santa Cruz;H__PROP_05_PORC;V__URP_03_PORC;Ocupante por trabajo PORC;Area Rural disperso PORC;0.906;0.906;884.061;302;302
78;Santa Cruz;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.921;0.921;-1150.787;302;302
78;Santa Cruz;V__URP_03_PORC;H__19A_02_PORC;Area Rural disperso PORC;Sin Heladera PORC;0.927;0.927;697.243;302;302
78;Santa Cruz;V__URP_03_PORC;H__19A_01_PORC;Area Rural disperso PORC;Con Heladera PORC;-0.927;0.927;-697.243;302;302
78;Santa Cruz;V__URP_03_PORC;H__PROP_05_PORC;Area Rural disperso PORC;Ocupante por trabajo PORC;0.906;0.906;884.061;302;302
78;Santa Cruz;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.987;0.987;399.595;302;302
78;Santa Cruz;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.914;0.914;72.468;302;302
78;Santa Cruz;V__INMAT_01_PORC;V__02_01_PORC;Calidad 1 PORC;Con personas presentes PORC;0.918;0.918;311.834;302;302
78;Santa Cruz;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.987;0.987;399.595;302;302
10;Catamarca;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.959;0.959;286.157;561;561
10;Catamarca;H__14_06_PORC;H__05_03_PORC;Leña o carbón PORC;Tierra o ladrillo suelto PORC;0.907;0.907;577.610;561;561
10;Catamarca;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.989;0.989;1309.801;561;561
10;Catamarca;H__ALGUNBI_02_PORC;H__10_02_PORC;Al menos un indicador NBI PORC;HOGAR NO Tiene baño o letrina PORC;0.948;0.948;221.798;561;561
10;Catamarca;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.940;0.940;720.682;561;561
10;Catamarca;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.922;0.922;390.685;561;561
10;Catamarca;H__05_03_PORC;H__14_06_PORC;Tierra o ladrillo suelto PORC;Leña o carbón PORC;0.907;0.907;577.610;561;561
10;Catamarca;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.959;0.959;286.157;561;561
10;Catamarca;H__05_01_PORC;H__19B_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con computadora PORC;0.919;0.919;602.590;561;561
10;Catamarca;H__05_01_PORC;P__12_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiliza computadora PORC;0.908;0.908;544.303;561;561
10;Catamarca;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.948;0.948;698.456;561;561
10;Catamarca;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.949;0.949;708.300;561;561
10;Catamarca;H__13_01_PORC;H__ALGUNBI_01_PORC;De uso exclusivo del hogar PORC;Sin NBI PORC;0.938;0.938;284.381;561;561
10;Catamarca;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.964;0.964;288.177;561;561
10;Catamarca;H__10_02_PORC;H__ALGUNBI_02_PORC;HOGAR NO Tiene baño o letrina PORC;Al menos un indicador NBI PORC;0.948;0.948;221.798;561;561
10;Catamarca;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.922;0.922;390.685;561;561
10;Catamarca;H__19B_01_PORC;H__05_01_PORC;Con computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.919;0.919;602.590;561;561
10;Catamarca;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.950;0.950;368.456;561;561
10;Catamarca;H__19B_01_PORC;V__INCALCONS_01_PORC;Con computadora PORC;Calidad constructiva Satisfactoria PORC;0.908;0.908;432.771;561;561
10;Catamarca;H__19B_01_PORC;V__INMAT_01_PORC;Con computadora PORC;Calidad 1 PORC;0.904;0.904;436.226;561;561
10;Catamarca;P__12_01_PORC;H__05_01_PORC;Si tiliza computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.908;0.908;544.303;561;561
10;Catamarca;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.950;0.950;368.456;561;561
10;Catamarca;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.989;0.989;1309.801;561;561
10;Catamarca;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.948;0.948;698.456;561;561
10;Catamarca;V__INCALCONS_01_PORC;H__19B_01_PORC;Calidad constructiva Satisfactoria PORC;Con computadora PORC;0.908;0.908;432.771;561;561
10;Catamarca;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.997;0.997;540.852;561;561
10;Catamarca;H__ALGUNBI_01_PORC;H__13_01_PORC;Sin NBI PORC;De uso exclusivo del hogar PORC;0.938;0.938;284.381;561;561
10;Catamarca;H__ALGUNBI_01_PORC;H__10_01_PORC;Sin NBI PORC;HOGAR SI Tiene baño o letrina PORC;0.958;0.958;287.353;561;561
10;Catamarca;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.940;0.940;720.682;561;561
10;Catamarca;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.964;0.964;288.177;561;561
10;Catamarca;H__10_01_PORC;H__ALGUNBI_01_PORC;HOGAR SI Tiene baño o letrina PORC;Sin NBI PORC;0.958;0.958;287.353;561;561
10;Catamarca;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.949;0.949;708.300;561;561
10;Catamarca;V__INMAT_01_PORC;H__19B_01_PORC;Calidad 1 PORC;Con computadora PORC;0.904;0.904;436.226;561;561
10;Catamarca;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.997;0.997;540.852;561;561
38;Jujuy;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.938;0.938;350.953;822;822
38;Jujuy;H__14_06_PORC;H__05_03_PORC;Leña o carbón PORC;Tierra o ladrillo suelto PORC;0.914;0.914;777.216;822;822
38;Jujuy;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.973;0.973;1463.325;822;822
38;Jujuy;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.941;0.941;1012.240;822;822
38;Jujuy;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.918;0.918;349.345;822;822
38;Jujuy;H__05_03_PORC;H__14_06_PORC;Tierra o ladrillo suelto PORC;Leña o carbón PORC;0.914;0.914;777.216;822;822
38;Jujuy;H__05_03_PORC;H__19A_02_PORC;Tierra o ladrillo suelto PORC;Sin Heladera PORC;0.918;0.918;737.071;822;822
38;Jujuy;V__INCALSERV_03_PORC;V__INCALCONS_03_PORC;Calidad de Servicios BasicosInsuficiente PORC;Calidad constructiva Insuficiente PORC;0.929;0.929;464.535;822;822
38;Jujuy;V__INCALCONS_03_PORC;V__INCALSERV_03_PORC;Calidad constructiva Insuficiente PORC;Calidad de Servicios BasicosInsuficiente PORC;0.929;0.929;464.535;822;822
38;Jujuy;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.901;0.901;523.784;822;822
38;Jujuy;H__19A_02_PORC;H__05_03_PORC;Sin Heladera PORC;Tierra o ladrillo suelto PORC;0.918;0.918;737.071;822;822
38;Jujuy;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.938;0.938;350.953;822;822
38;Jujuy;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.918;0.918;349.345;822;822
38;Jujuy;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.901;0.901;523.784;822;822
38;Jujuy;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.940;0.940;349.033;822;822
38;Jujuy;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.940;0.940;349.033;822;822
38;Jujuy;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.973;0.973;1463.325;822;822
38;Jujuy;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.994;0.994;368.366;822;822
38;Jujuy;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.941;0.941;1012.240;822;822
38;Jujuy;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.994;0.994;368.366;822;822
14;Córdoba;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.974;0.974;227.830;4752;4752
14;Córdoba;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.970;0.970;1255.271;4752;4752
14;Córdoba;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.932;0.932;-177.530;4752;4752
14;Córdoba;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.948;0.948;223.759;4752;4752
14;Córdoba;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.933;0.933;313.909;4752;4752
14;Córdoba;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.930;0.930;-312.992;4752;4752
14;Córdoba;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.944;0.944;36.935;4752;4752
14;Córdoba;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.932;0.932;-177.530;4752;4752
14;Córdoba;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.926;0.926;-192.636;4752;4752
14;Córdoba;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.974;0.974;227.830;4752;4752
14;Córdoba;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.933;0.933;313.909;4752;4752
14;Córdoba;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.939;0.939;-323.080;4752;4752
14;Córdoba;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.930;0.930;-312.992;4752;4752
14;Córdoba;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.942;0.942;324.136;4752;4752
14;Córdoba;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.939;0.939;-323.080;4752;4752
14;Córdoba;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.942;0.942;324.136;4752;4752
14;Córdoba;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.970;0.970;1255.271;4752;4752
14;Córdoba;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.993;0.993;271.180;4752;4752
14;Córdoba;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.948;0.948;223.759;4752;4752
14;Córdoba;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.926;0.926;-192.636;4752;4752
14;Córdoba;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.944;0.944;36.935;4752;4752
14;Córdoba;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.993;0.993;271.180;4752;4752
54;Misiones;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.930;0.930;131.770;1432;1432
54;Misiones;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.980;0.980;620.075;1432;1432
54;Misiones;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.933;0.933;-752.135;1432;1432
54;Misiones;H__11_01_PORC;V__INCALCONS_01_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Satisfactoria PORC;0.900;0.900;640.955;1432;1432
